Brand Name,Generic Name,manufacturer,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Sulfadiazine ,Sulfadiazine ,Sandoz ,"$1,089,687.07 ","397,050","2,766",775,$2.74 ,$393.96 ,"$1,406.05 ","$1,247,174.89 ","388,410","2,870",842,$3.21 ,$434.56 ,"$1,481.21 ","$1,130,848.95 ","355,691","2,657",825,$3.18 ,$425.61 ,"$1,370.73 ","$1,075,153.86 ","323,161","2,357",733,$3.33 ,$456.15 ,"$1,466.79 ","$943,334.91 ","282,538","2,160",667,$3.34 ,$436.73 ,"$1,414.30 ",0.35%,5.02%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Ahp ,"$48,890.63 ","90,712","7,258","4,668",$0.54 ,$6.74 ,$10.47 ,"$36,123.54 ","72,363","6,036","3,825",$0.50 ,$5.98 ,$9.44 ,"$41,470.78 ","82,752","7,109","4,566",$0.50 ,$5.83 ,$9.08 ,"$40,513.74 ","81,301","8,038","5,283",$0.50 ,$5.04 ,$7.67 ,"$35,588.79 ","68,895","5,861","4,010",$0.52 ,$6.07 ,$8.88 ,3.66%,-1.06%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Amneal Pharmace ,"$18,923,127.66 ","66,411,821","2,810,113","1,845,911",$0.29 ,$6.73 ,$10.25 ,"$20,707,491.62 ","67,486,138","3,249,073","2,134,313",$0.31 ,$6.37 ,$9.70 ,"$20,326,878.60 ","72,510,726","3,471,530","2,286,021",$0.28 ,$5.86 ,$8.89 ,"$16,908,954.90 ","62,743,872","2,998,598","1,983,465",$0.27 ,$5.64 ,$8.52 ,"$12,556,726.48 ","45,348,857","2,176,646","1,456,383",$0.28 ,$5.77 ,$8.62 ,3.12%,-0.43%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Aurobindo Pharm ,"$3,822,346.29 ","11,913,646","540,946","382,083",$0.34 ,$7.07 ,$10.00 ,"$5,035,634.47 ","17,573,991","740,643","510,186",$0.32 ,$6.80 ,$9.87 ,"$5,297,657.35 ","20,480,715","819,695","564,798",$0.28 ,$6.46 ,$9.38 ,"$6,521,547.41 ","25,842,935","905,523","638,136",$0.25 ,$7.20 ,$10.22 ,"$9,338,150.90 ","35,034,389","1,438,464","1,015,383",$0.27 ,$6.49 ,$9.20 ,9.84%,-5.44%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Glenmark Pharma ,"$2,161,591.07 ","6,097,890","289,012","194,899",$0.36 ,$7.48 ,$11.09 ,"$1,065,318.06 ","3,135,452","146,893","107,159",$0.34 ,$7.25 ,$9.94 ,"$52,115.20 ","170,589","8,309","6,280",$0.31 ,$6.27 ,$8.30 ,"$7,805.55 ","29,366","1,446","1,130",$0.27 ,$5.40 ,$6.91 ,"$3,741.64 ","12,758",703,562,$0.29 ,$5.32 ,$6.66 ,10.25%,-4.85%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Hi-Tech/Akorn C ,"$826,089.88 ","13,993,635","43,462","28,720",$0.06 ,$19.01 ,$28.76 ,"$851,494.56 ","12,471,280","39,056","25,783",$0.07 ,$21.80 ,$33.03 ,"$490,730.50 ","6,755,792","21,693","15,158",$0.07 ,$22.62 ,$32.37 ,"$553,289.85 ","2,153,663","6,834","5,020",$0.26 ,$80.96 ,$110.22 ,"$805,005.56 ","3,227,649","10,402","7,319",$0.25 ,$77.39 ,$109.99 ,-2.92%,43.37%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Major Pharmaceu ,"$61,974.85 ","102,335","8,771","5,857",$0.61 ,$7.07 ,$10.58 ,"$42,021.36 ","75,325","7,856","5,140",$0.56 ,$5.35 ,$8.18 ,"$17,812.26 ","34,516","3,760","2,437",$0.52 ,$4.74 ,$7.31 ,"$2,863.82 ","6,472",513,414,$0.44 ,$5.58 ,$6.92 ,"$1,447.92 ","2,591",269,214,$0.56 ,$5.38 ,$6.77 ,26.29%,-1.99%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Mckesson Packag ,"$12,571.77 ","28,312","1,540","1,165",$0.44 ,$8.16 ,$10.79 ,"$14,969.09 ","26,799","2,525","1,819",$0.56 ,$5.93 ,$8.23 ,"$11,978.55 ","19,422","2,657","1,911",$0.62 ,$4.51 ,$6.27 ,"$13,882.34 ","26,668","3,016","2,188",$0.52 ,$4.60 ,$6.34 ,"$14,509.72 ","26,314","2,734","2,064",$0.55 ,$5.31 ,$7.03 ,5.93%,5.56%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Mutual Pharm Co ,"$1,786,177.31 ","4,473,949","212,390","144,860",$0.40 ,$8.41 ,$12.33 ,"$1,454,722.10 ","3,714,196","179,125","125,552",$0.39 ,$8.12 ,$11.59 ,"$1,071,577.70 ","3,891,220","186,675","143,531",$0.28 ,$5.74 ,$7.47 ,"$2,902,965.91 ","11,861,732","583,573","412,272",$0.25 ,$4.97 ,$7.04 ,"$3,333,641.77 ","12,404,421","618,374","438,725",$0.27 ,$5.39 ,$7.60 ,10.08%,-9.44%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Mylan Instituti ,"$33,778.85 ","52,503","4,656","3,127",$0.64 ,$7.25 ,$10.80 ,"$22,451.13 ","42,361","3,526","2,325",$0.53 ,$6.37 ,$9.66 ,"$22,002.25 ","41,009","3,951","2,715",$0.54 ,$5.57 ,$8.10 ,"$18,471.64 ","34,792","4,358","2,864",$0.53 ,$4.24 ,$6.45 ,"$21,667.15 ","33,352","3,790","2,562",$0.65 ,$5.72 ,$8.46 ,22.36%,0.24%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Qualitest ,"$2,604,851.38 ","8,257,408","341,104","213,727",$0.32 ,$7.64 ,$12.19 ,"$2,070,731.97 ","7,155,728","292,540","181,252",$0.30 ,$7.08 ,$11.42 ,"$1,396,496.96 ","5,108,504","223,535","142,308",$0.28 ,$6.25 ,$9.81 ,"$689,334.39 ","2,426,874","121,463","84,373",$0.29 ,$5.68 ,$8.17 ,"$149,617.93 ","525,058","27,297","19,557",$0.29 ,$5.48 ,$7.65 ,-0.09%,-2.90%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Teva Parenteral ,"$18,827.07 ","57,049",124,46,$0.33 ,$151.83 ,$409.28 ,"$46,085.06 ","118,657",265,87,$0.39 ,$173.91 ,$529.71 ,"$75,548.34 ","172,005",387,122,$0.44 ,$195.22 ,$619.25 ,"$88,581.12 ","249,024",382,121,$0.36 ,$231.89 ,$732.08 ,"$100,810.04 ","110,931",351,127,$0.91 ,$287.21 ,$793.78 ,155.48%,28.82%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Teva USA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$75,737.82 ","453,216","24,482","20,707",$0.17 ,$3.09 ,$3.66 ,"$30,194.93 ","127,390","6,626","5,507",$0.24 ,$4.56 ,$5.48 ,"$14,621.27 ","61,865","3,175","2,592",$0.24 ,$4.61 ,$5.64 ,-0.27%,18.89%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,Vista Pharmaceu ,"$227,517.25 ","667,906","33,054","25,745",$0.34 ,$6.88 ,$8.84 ,"$287,368.71 ","909,017","45,151","34,138",$0.32 ,$6.36 ,$8.42 ,"$319,476.74 ","1,133,070","57,360","43,685",$0.28 ,$5.57 ,$7.31 ,"$967,789.13 ","3,596,518","181,123","141,293",$0.27 ,$5.34 ,$6.85 ,"$3,533,228.87 ","13,604,909","665,009","475,486",$0.26 ,$5.31 ,$7.43 ,-3.10%,-6.38%
Sulfamylon ,Mafenide Acetate ,Mylan Instituti ,"$51,704.08 ","88,479",649,385,$0.58 ,$79.67 ,$134.30 ,"$70,055.29 ","121,819",738,423,$0.58 ,$94.93 ,$165.62 ,"$61,234.44 ","98,367",682,436,$0.62 ,$89.79 ,$140.45 ,"$65,456.16 ","83,134",652,414,$0.79 ,$100.39 ,$158.11 ,"$77,144.92 ","75,108",606,411,$1.03 ,$127.30 ,$187.70 ,30.45%,15.14%
Sulfasalazine ,Sulfasalazine ,Actavis Pharma ,"$3,882,328.28 ","24,816,517","141,631","38,530",$0.16 ,$27.41 ,$100.76 ,"$5,183,760.59 ","29,389,704","171,004","44,458",$0.18 ,$30.31 ,$116.60 ,"$4,970,197.52 ","31,200,304","176,985","47,360",$0.16 ,$28.08 ,$104.95 ,"$6,170,841.98 ","35,932,703","200,054","54,320",$0.17 ,$30.85 ,$113.60 ,"$5,696,990.30 ","32,829,166","178,559","53,425",$0.17 ,$31.91 ,$106.64 ,1.05%,2.63%
Sulfasalazine ,Sulfasalazine ,Greenstone LLC. ,"$2,575,579.86 ","16,598,966","105,206","29,091",$0.16 ,$24.48 ,$88.54 ,"$2,274,165.34 ","13,168,315","79,411","22,906",$0.17 ,$28.64 ,$99.28 ,"$2,587,097.40 ","15,606,865","87,187","25,892",$0.17 ,$29.67 ,$99.92 ,"$4,164,942.25 ","21,991,244","119,170","33,541",$0.19 ,$34.95 ,$124.17 ,"$4,733,831.25 ","25,138,865","140,173","37,911",$0.19 ,$33.77 ,$124.87 ,-0.57%,4.96%
Sulfasalazine ,Sulfasalazine ,Qualitest ,"$1,659,057.44 ","9,424,610","43,578","14,634",$0.18 ,$38.07 ,$113.37 ,"$2,926,492.46 ","15,533,053","75,808","22,026",$0.19 ,$38.60 ,$132.87 ,"$2,773,494.23 ","16,249,260","86,881","27,311",$0.17 ,$31.92 ,$101.55 ,"$1,674,664.46 ","9,639,000","55,298","25,302",$0.17 ,$30.28 ,$66.19 ,"$2,618,552.04 ","14,258,134","79,018","27,095",$0.18 ,$33.14 ,$96.64 ,5.71%,1.06%
Sulfasalazine Dr ,Sulfasalazine ,Greenstone LLC. ,"$2,811,845.05 ","10,004,934","53,513","15,654",$0.28 ,$52.55 ,$179.62 ,"$3,254,757.31 ","11,585,550","63,482","17,588",$0.28 ,$51.27 ,$185.06 ,"$3,512,451.04 ","14,350,278","78,042","23,012",$0.24 ,$45.01 ,$152.64 ,"$5,586,090.07 ","21,121,098","109,817","30,002",$0.26 ,$50.87 ,$186.19 ,"$5,689,683.90 ","21,730,807","109,757","30,748",$0.26 ,$51.84 ,$185.04 ,-1.00%,-1.76%
Sulfasalazine Dr ,Sulfasalazine ,Qualitest ,"$1,510,101.65 ","5,670,603","34,005","9,605",$0.27 ,$44.41 ,$157.22 ,"$1,954,688.14 ","7,818,001","41,045","11,489",$0.25 ,$47.62 ,$170.14 ,"$1,810,177.02 ","7,701,111","41,754","13,048",$0.24 ,$43.35 ,$138.73 ,"$844,063.66 ","3,476,625","20,356","10,172",$0.24 ,$41.47 ,$82.98 ,"$1,310,951.24 ","5,757,762","33,571","10,384",$0.23 ,$39.05 ,$126.25 ,-6.22%,-3.84%
Sulfatrim ,Sulfamethoxazole/Trimethoprim ,"STI Pharma, LLC ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$174,488.17 ","1,231,810","3,994","3,023",$0.14 ,$43.69 ,$57.72 ,"$263,735.58 ","1,479,914","4,819","3,472",$0.18 ,$54.73 ,$75.96 ,"$132,179.32 ","783,257","2,456","1,776",$0.17 ,$53.82 ,$74.43 ,-5.31%,9.15%
Sulindac ,Sulindac ,Actavis Pharma ,"$3,072,152.32 ","9,719,718","141,227","49,260",$0.32 ,$21.75 ,$62.37 ,"$2,986,546.60 ","11,029,578","154,982","52,976",$0.27 ,$19.27 ,$56.38 ,"$2,530,699.80 ","10,620,705","148,623","53,544",$0.24 ,$17.03 ,$47.26 ,"$1,868,075.15 ","7,898,082","111,742","43,735",$0.24 ,$16.72 ,$42.71 ,"$1,780,938.49 ","7,724,597","98,772","37,535",$0.23 ,$18.03 ,$47.45 ,-2.63%,-7.59%
Sulindac ,Sulindac ,Epic Pharma LLC ,"$546,111.13 ","1,873,266","32,873","13,570",$0.29 ,$16.61 ,$40.24 ,"$723,481.05 ","2,715,002","49,822","19,117",$0.27 ,$14.52 ,$37.84 ,"$776,948.86 ","3,220,040","55,888","21,259",$0.24 ,$13.90 ,$36.55 ,"$648,580.76 ","2,681,437","47,431","19,256",$0.24 ,$13.67 ,$33.68 ,"$1,224,905.27 ","5,160,474","77,386","28,357",$0.24 ,$15.83 ,$43.20 ,-2.02%,-5.07%
Sulindac ,Sulindac ,Heritage Pharma ,"$935,859.98 ","2,926,324","51,075","20,349",$0.32 ,$18.32 ,$45.99 ,"$245,856.90 ","880,485","16,982","8,113",$0.28 ,$14.48 ,$30.30 ,"$75,920.38 ","302,443","6,203","3,047",$0.25 ,$12.24 ,$24.92 ,"$33,792.29 ","131,596","2,841","1,284",$0.26 ,$11.89 ,$26.32 ,"$17,291.34 ","65,571","1,527",760,$0.26 ,$11.32 ,$22.75 ,2.42%,-4.70%
Sulindac ,Sulindac ,Major Pharmaceu ,"$3,811.37 ","11,354",217,140,$0.34 ,$17.56 ,$27.22 ,"$24,176.80 ","96,409","1,042",667,$0.25 ,$23.20 ,$36.25 ,"$19,833.89 ","85,297",861,604,$0.23 ,$23.04 ,$32.84 ,"$10,877.11 ","40,262",640,290,$0.27 ,$17.00 ,$37.51 ,"$15,304.49 ","60,509",921,388,$0.26 ,$16.62 ,$39.44 ,-5.56%,-6.60%
Sulindac ,Sulindac ,Mutual Pharm Co ,"$1,296,675.22 ","3,389,933","40,296","16,757",$0.38 ,$32.18 ,$77.38 ,"$1,230,754.38 ","3,833,359","47,642","18,367",$0.32 ,$25.83 ,$67.01 ,"$758,610.16 ","2,576,726","34,151","16,582",$0.29 ,$22.21 ,$45.75 ,"$1,364,937.25 ","5,220,124","68,124","26,751",$0.26 ,$20.04 ,$51.02 ,"$475,493.53 ","1,681,863","29,470","14,762",$0.28 ,$16.13 ,$32.21 ,7.87%,-7.32%
Sulindac ,Sulindac ,Mylan ,"$1,136,767.33 ","3,691,162","55,976","20,968",$0.31 ,$20.31 ,$54.21 ,"$890,641.25 ","3,334,755","46,466","17,333",$0.27 ,$19.17 ,$51.38 ,"$944,708.46 ","4,011,670","53,103","19,438",$0.24 ,$17.79 ,$48.60 ,"$1,005,454.82 ","4,233,484","56,513","20,641",$0.24 ,$17.79 ,$48.71 ,"$1,020,650.13 ","4,368,543","59,404","22,288",$0.23 ,$17.18 ,$45.79 ,-1.74%,-6.69%
Sulindac ,Sulindac ,Mylan Instituti ,"$3,830.61 ","10,060",368,122,$0.38 ,$10.41 ,$31.40 ,"$1,496.63 ","3,797",164,44,$0.39 ,$9.13 ,$34.01 ,"$1,823.13 ","5,598",175,62,$0.33 ,$10.42 ,$29.41 ,"$1,828.87 ","5,732",172,69,$0.32 ,$10.63 ,$26.51 ,"$2,465.30 ","6,781",176,79,$0.36 ,$14.01 ,$31.21 ,13.95%,-1.15%
Sumatriptan ,Sumatriptan ,Sandoz ,"$6,826,272.73 ","197,706","26,260","7,955",$34.53 ,$259.95 ,$858.11 ,"$8,287,054.66 ","231,529","29,640","9,090",$35.80 ,$279.59 ,$911.67 ,"$9,627,172.28 ","257,539","32,505","10,093",$37.40 ,$296.18 ,$953.85 ,"$9,106,790.92 ","231,533","29,442","9,613",$39.34 ,$309.31 ,$947.34 ,"$8,184,468.52 ","195,731","24,531","8,798",$41.82 ,$333.64 ,$930.26 ,6.32%,4.91%
Sumatriptan Succinate ,Sumatriptan Succinate ,Actavis Pharma ,"$3,007,434.47 ","920,504","72,951","24,920",$3.27 ,$41.23 ,$120.68 ,"$2,306,916.76 ","972,487","79,932","28,156",$2.37 ,$28.86 ,$81.93 ,"$1,465,393.50 ","785,676","68,856","23,146",$1.87 ,$21.28 ,$63.31 ,"$269,947.84 ","177,663","15,726","5,616",$1.52 ,$17.17 ,$48.07 ,"$194,097.33 ","114,141","10,389","3,664",$1.70 ,$18.68 ,$52.97 ,11.90%,-15.07%
Sumatriptan Succinate ,Sumatriptan Succinate ,App/Fresenius K ,"$56,434.73 ",555,204,113,$101.78 ,$276.64 ,$499.42 ,"$71,808.62 ",726,256,151,$98.98 ,$280.50 ,$475.55 ,"$197,141.05 ","2,057",630,322,$95.86 ,$312.92 ,$612.24 ,"$94,856.20 ",961,307,153,$98.71 ,$308.98 ,$619.98 ,"$91,883.65 ","1,278",431,198,$71.90 ,$213.19 ,$464.06 ,-27.16%,-8.32%
Sumatriptan Succinate ,Sumatriptan Succinate ,Aurobindo Pharm ,"$1,719,556.67 ","483,874","40,693","16,495",$3.54 ,$42.26 ,$104.25 ,"$2,994,033.29 ","1,302,191","100,649","34,564",$2.30 ,$29.75 ,$86.62 ,"$3,107,039.78 ","1,648,215","155,832","52,354",$1.88 ,$19.94 ,$59.35 ,"$1,673,682.40 ","1,065,931","92,452","38,629",$1.57 ,$18.10 ,$43.33 ,"$3,279,222.79 ","1,713,154","143,118","53,394",$1.91 ,$22.91 ,$61.42 ,21.67%,-14.33%
Sumatriptan Succinate ,Sumatriptan Succinate ,Auromedics Phar ,  ,  ,  ,  ,  ,  ,  ,"$43,779.03 ",406,133,84,$107.96 ,$329.17 ,$521.18 ,"$196,158.97 ","1,990",576,255,$98.60 ,$340.55 ,$769.25 ,"$261,932.71 ","3,255",878,336,$80.48 ,$298.33 ,$779.56 ,"$307,470.62 ","4,349","1,171",344,$70.70 ,$262.57 ,$893.81 ,-12.16%,-13.16%
Sumatriptan Succinate ,Sumatriptan Succinate ,Dr.Reddy'S Lab ,"$8,384,559.98 ","2,325,646","207,465","62,587",$3.60 ,$40.41 ,$133.97 ,"$8,626,163.99 ","3,357,524","279,979","83,864",$2.56 ,$30.81 ,$102.86 ,"$10,890,284.57 ","4,704,554","384,054","114,102",$3.63 ,$28.36 ,$95.44 ,"$19,679,377.86 ","7,084,800","572,473","160,401",$5.85 ,$34.38 ,$122.69 ,"$25,604,233.03 ","7,616,492","636,076","185,604",$7.18 ,$40.25 ,$137.95 ,22.68%,18.86%
Sumatriptan Succinate ,Sumatriptan Succinate ,Mylan ,"$5,495,977.11 ","1,472,360","137,700","40,316",$3.73 ,$39.91 ,$136.32 ,"$4,764,708.85 ","1,850,734","160,179","51,244",$2.57 ,$29.75 ,$92.98 ,"$3,389,027.24 ","1,811,303","155,698","50,646",$1.87 ,$21.77 ,$66.92 ,"$2,836,871.25 ","1,955,846","163,779","50,604",$1.45 ,$17.32 ,$56.06 ,"$3,362,224.70 ","1,995,276","177,640","56,302",$1.68 ,$18.93 ,$59.72 ,16.36%,-18.01%
Sumatriptan Succinate ,Sumatriptan Succinate ,Northstar Rx Ll ,"$2,509,341.34 ","718,220","69,505","22,587",$3.48 ,$36.10 ,$111.10 ,"$1,128,124.89 ","465,873","42,257","17,537",$2.42 ,$26.70 ,$64.33 ,"$2,079,504.46 ","1,305,236","97,347","36,071",$1.60 ,$21.36 ,$57.65 ,"$2,515,101.50 ","1,923,461","154,195","45,936",$1.31 ,$16.31 ,$54.75 ,"$2,689,684.08 ","1,694,854","157,145","46,812",$1.59 ,$17.12 ,$57.46 ,21.11%,-17.86%
Sumatriptan Succinate ,Sumatriptan Succinate ,Ranbaxy/Sun Pha ,"$5,243,067.22 ","1,512,228","148,761","46,533",$3.46 ,$35.24 ,$112.67 ,"$5,219,397.41 ","2,137,233","196,415","62,438",$2.44 ,$26.57 ,$83.59 ,"$3,381,452.38 ","1,676,750","154,158","57,146",$2.02 ,$21.93 ,$59.17 ,"$2,825,401.01 ","1,737,339","154,959","53,144",$1.63 ,$18.23 ,$53.17 ,"$1,839,890.16 ","1,017,225","91,335","32,758",$1.80 ,$20.14 ,$56.17 ,10.93%,-15.05%
Sumatriptan Succinate ,Sumatriptan Succinate ,Sagent Pharmace ,"$12,634.01 ",194,55,36,$65.29 ,$229.71 ,$350.94 ,"$28,578.31 ",476,144,96,$60.09 ,$198.46 ,$297.69 ,"$130,127.86 ","2,053",666,270,$63.41 ,$195.39 ,$481.96 ,"$251,400.39 ","9,642",928,464,$30.62 ,$270.91 ,$541.81 ,"$247,234.27 ","4,336","1,364",537,$57.86 ,$181.26 ,$460.40 ,88.95%,-2.98%
Sumatriptan Succinate ,Sumatriptan Succinate ,Sandoz ,"$10,003,085.70 ","68,214","20,630","5,812",$147.26 ,$484.88 ,"$1,721.11 ","$19,373,923.36 ","134,642","39,138","10,216",$145.02 ,$495.02 ,"$1,896.43 ","$17,728,291.73 ","134,871","38,213","10,085",$132.70 ,$463.93 ,"$1,757.89 ","$19,187,579.33 ","151,104","40,596","10,826",$127.80 ,$472.65 ,"$1,772.36 ","$17,640,406.72 ","148,345","40,153","10,732",$120.15 ,$439.33 ,"$1,643.72 ",-5.99%,-4.96%
Sumatriptan Succinate ,Sumatriptan Succinate ,Sun Pharma Glob ,"$7,003,325.16 ","48,479","14,886","4,570",$144.46 ,$470.46 ,"$1,532.46 ","$15,534,800.59 ","107,571","31,345","8,702",$144.42 ,$495.61 ,"$1,785.20 ","$17,045,871.55 ","124,186","34,759","9,681",$137.26 ,$490.40 ,"$1,760.76 ","$9,384,602.08 ","74,637","20,889","6,650",$125.74 ,$449.26 ,"$1,411.22 ","$4,453,934.28 ","37,581","10,587","4,356",$118.52 ,$420.70 ,"$1,022.48 ",-5.74%,-4.83%
Sumatriptan Succinate ,Sumatriptan Succinate ,Sun Pharmaceuti ,"$1,787,387.12 ","500,104","47,504","19,271",$3.57 ,$37.63 ,$92.75 ,"$2,714,837.45 ","963,470","87,243","30,102",$2.81 ,$31.12 ,$90.19 ,"$1,789,225.41 ","687,805","61,191","24,007",$2.60 ,$29.24 ,$74.53 ,"$1,444,413.41 ","626,434","53,363","20,956",$2.31 ,$27.07 ,$68.93 ,"$1,187,610.26 ","705,812","63,330","21,507",$1.68 ,$18.75 ,$55.22 ,-27.16%,-17.16%
Sumatriptan Succinate ,Sumatriptan Succinate ,"West-Ward, Inc. ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$27,509.79 ",589,188,100,$46.71 ,$146.33 ,$275.10 ,"$94,094.05 ","2,132",604,221,$44.13 ,$155.78 ,$425.76 ,"$168,509.50 ","3,956","1,030",366,$42.60 ,$163.60 ,$460.41 ,-3.49%,-4.50%
Sumavel Dosepro ,Sumatriptan Succinate ,Endo Pharm Inc. ,"$2,060,090.04 ","11,062","2,894","1,228",$186.24 ,$711.85 ,"$1,677.60 ","$3,817,925.12 ","19,460","4,593","1,560",$196.19 ,$831.25 ,"$2,447.39 ","$5,186,060.71 ","20,553","4,600","1,368",$252.33 ,"$1,127.40 ","$3,790.98 ","$5,447,868.50 ","18,250","3,876","1,032",$298.52 ,"$1,405.54 ","$5,278.94 ","$4,126,001.21 ","13,040","2,614",750,$316.41 ,"$1,578.42 ","$5,501.33 ",5.99%,14.17%
Suprax ,Cefixime ,Lupin Pharma ,"$5,077.49 ",184,14,14,$27.35 ,$362.68 ,$362.68 ,"$320,008.25 ","14,811","1,241","1,098",$20.88 ,$257.86 ,$291.45 ,"$2,001,452.21 ","96,905","8,710","7,206",$20.18 ,$229.79 ,$277.75 ,"$3,508,682.15 ","155,728","14,994","11,956",$22.17 ,$234.01 ,$293.47 ,"$3,455,869.35 ","139,618","13,257","10,359",$24.26 ,$260.68 ,$333.61 ,9.43%,-2.95%
Suprep ,"Sodium, Potassium,Mag Sulfates ",Braintree Labs. ,"$9,597,083.30 ","47,795,511","135,410","133,570",$0.20 ,$70.87 ,$71.85 ,"$19,363,297.97 ","94,071,244","266,099","262,020",$0.21 ,$72.77 ,$73.90 ,"$29,425,827.72 ","133,318,088","375,989","368,499",$0.22 ,$78.26 ,$79.85 ,"$38,550,664.94 ","168,041,159","474,352","465,305",$0.23 ,$81.27 ,$82.85 ,"$54,354,477.45 ","232,474,108","655,432","641,690",$0.23 ,$82.93 ,$84.71 ,1.92%,3.88%
Sure Comfort ,"Pen Needle, Diabetic ",Allison Medical ,"$1,374,764.41 ","4,835,043","45,610","15,886",$0.28 ,$30.14 ,$86.54 ,"$2,352,264.75 ","8,288,301","76,359","25,320",$0.28 ,$30.81 ,$92.90 ,"$3,047,055.52 ","10,700,707","95,419","32,190",$0.28 ,$31.93 ,$94.66 ,"$3,717,991.71 ","13,110,121","108,903","36,415",$0.28 ,$34.14 ,$102.10 ,"$4,098,939.38 ","14,574,317","117,527","40,343",$0.28 ,$34.88 ,$101.60 ,-0.87%,-0.26%
Sure Comfort ,"Syring-Needl,Disp,Insul,0.3 Ml ",Allison Medical ,"$584,356.43 ","2,230,344","25,165","8,386",$0.26 ,$23.22 ,$69.68 ,"$726,754.99 ","2,771,470","30,721","10,322",$0.26 ,$23.66 ,$70.41 ,"$855,104.91 ","3,213,212","34,698","11,843",$0.27 ,$24.64 ,$72.20 ,"$973,162.74 ","3,656,776","38,093","13,027",$0.27 ,$25.55 ,$74.70 ,"$951,934.16 ","3,612,973","36,631","12,646",$0.26 ,$25.99 ,$75.28 ,-1.09%,0.09%
Sure Comfort ,"Syringe And Needle,Insulin,1ml ",Allison Medical ,"$2,082,711.83 ","7,919,158","87,241","25,885",$0.26 ,$23.87 ,$80.46 ,"$2,452,747.42 ","9,291,463","100,873","29,629",$0.26 ,$24.32 ,$82.78 ,"$2,602,784.10 ","9,821,761","103,948","30,899",$0.27 ,$25.04 ,$84.24 ,"$2,621,309.83 ","10,044,116","103,871","31,105",$0.26 ,$25.24 ,$84.27 ,"$2,486,631.90 ","9,531,670","97,188","29,141",$0.26 ,$25.59 ,$85.33 ,0.03%,-0.20%
Sure Comfort ,"Syringe-Needle,Insulin,0.5 Ml ",Allison Medical ,"$3,110,900.53 ","11,812,655","139,512","36,886",$0.26 ,$22.30 ,$84.34 ,"$3,574,091.69 ","13,331,530","153,299","42,172",$0.27 ,$23.31 ,$84.75 ,"$3,571,451.08 ","13,110,738","146,825","40,989",$0.27 ,$24.32 ,$87.13 ,"$3,400,264.25 ","12,559,048","137,506","38,637",$0.27 ,$24.73 ,$88.01 ,"$3,060,361.15 ","11,382,752","123,163","35,083",$0.27 ,$24.85 ,$87.23 ,-0.66%,0.52%
