Brand Name,Generic Name,Number of Manufacturers,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Sprintec ,Norgestimate-Ethinyl Estradiol ,1,"$815,032.55 ","1,279,836","37,318","7,629",$0.64 ,$21.84 ,$106.83 ,"$618,024.29 ","1,098,667","31,897","6,960",$0.56 ,$19.38 ,$88.80 ,"$633,171.70 ","1,274,965","36,017","7,232",$0.50 ,$17.58 ,$87.55 ,"$622,301.59 ","1,412,388","39,007","7,873",$0.44 ,$15.95 ,$79.04 ,"$595,808.80 ","1,440,600","38,958","8,005",$0.41 ,$15.29 ,$74.43 ,-6.13%,-10.23%
Sprycel ,Dasatinib ,1,"$105,309,688.15 ","555,293","14,328","2,278",$204.91 ,"$7,349.92 ","$46,229.01 ","$158,278,140.02 ","736,055","20,444","3,152",$229.01 ,"$7,742.03 ","$50,215.15 ","$214,597,773.31 ","901,061","25,806","3,693",$250.87 ,"$8,315.81 ","$58,109.33 ","$279,635,578.90 ","1,047,520","31,035","4,319",$277.96 ,"$9,010.33 ","$64,745.45 ","$321,853,864.85 ","1,113,801","33,918","4,530",$299.73 ,"$9,489.18 ","$71,049.42 ",7.84%,9.97%
Sps ,Sodium Polystyrene Sulfon/Sorb ,1,"$5,252,124.16 ","65,588,631","141,748","60,674",$0.08 ,$37.05 ,$86.56 ,"$5,338,758.48 ","59,349,658","131,442","58,184",$0.09 ,$40.62 ,$91.76 ,"$5,617,522.24 ","47,044,435","109,399","49,043",$0.12 ,$51.35 ,$114.54 ,"$5,245,876.87 ","38,025,449","92,959","42,667",$0.14 ,$56.43 ,$122.95 ,"$4,418,551.41 ","32,845,076","81,531","39,204",$0.13 ,$54.19 ,$112.71 ,-2.47%,13.80%
Sronyx ,Levonorgestrel-Ethin Estradiol ,1,"$54,745.40 ","67,389","1,937",542,$0.81 ,$28.26 ,$101.01 ,"$75,136.77 ","97,692","2,647",569,$0.77 ,$28.39 ,$132.05 ,"$69,517.60 ","105,308","2,763",580,$0.66 ,$25.16 ,$119.86 ,"$60,008.20 ","107,076","2,689",610,$0.56 ,$22.32 ,$98.37 ,"$49,013.08 ","88,512","2,209",564,$0.55 ,$22.19 ,$86.90 ,-1.19%,-9.14%
Ssd ,Silver Sulfadiazine ,1,"$2,970,379.50 ","23,184,864","185,239","111,026",$0.13 ,$16.04 ,$26.75 ,"$4,648,339.32 ","26,318,699","217,705","130,737",$0.18 ,$21.35 ,$35.55 ,"$3,163,902.23 ","18,171,650","145,375","96,614",$0.17 ,$21.76 ,$32.75 ,"$4,593,811.50 ","28,872,141","228,161","146,133",$0.16 ,$20.13 ,$31.44 ,"$4,327,469.99 ","29,307,863","223,969","147,034",$0.15 ,$19.32 ,$29.43 ,-7.20%,3.61%
Stalevo 100 ,Carbidopa/Levodopa/Entacapone ,1,"$15,850,940.15 ","4,432,254","35,343","8,329",$3.58 ,$448.49 ,"$1,903.10 ","$5,754,760.74 ","1,372,212","10,975","2,336",$4.19 ,$524.35 ,"$2,463.51 ","$3,157,383.53 ","660,846","4,955","1,056",$4.78 ,$637.21 ,"$2,989.95 ","$2,119,962.37 ","391,509","2,736",517,$5.41 ,$774.84 ,"$4,100.51 ","$1,509,886.07 ","246,448","1,677",295,$6.13 ,$900.35 ,"$5,118.26 ",13.14%,14.41%
Stalevo 125 ,Carbidopa/Levodopa/Entacapone ,1,"$5,390,960.42 ","1,523,151","11,572","2,542",$3.54 ,$465.86 ,"$2,120.76 ","$2,440,834.40 ","583,128","4,402",929,$4.19 ,$554.48 ,"$2,627.38 ","$1,378,184.98 ","288,035","2,096",432,$4.78 ,$657.53 ,"$3,190.24 ","$782,232.91 ","145,109","1,129",217,$5.39 ,$692.85 ,"$3,604.76 ","$557,868.17 ","89,891",670,117,$6.21 ,$832.64 ,"$4,768.10 ",15.13%,15.07%
Stalevo 150 ,Carbidopa/Levodopa/Entacapone ,1,"$13,879,315.02 ","3,882,906","29,656","6,846",$3.57 ,$468.01 ,"$2,027.36 ","$5,147,760.80 ","1,226,359","9,651","1,915",$4.20 ,$533.39 ,"$2,688.13 ","$2,936,077.04 ","610,183","4,445",947,$4.81 ,$660.53 ,"$3,100.40 ","$1,842,736.38 ","336,995","2,410",446,$5.47 ,$764.62 ,"$4,131.70 ","$1,392,346.05 ","225,496","1,484",268,$6.17 ,$938.24 ,"$5,195.32 ",12.92%,14.64%
Stalevo 200 ,Carbidopa/Levodopa/Entacapone ,1,"$9,429,620.80 ","2,667,966","20,092","4,216",$3.53 ,$469.32 ,"$2,236.63 ","$4,039,571.05 ","963,299","7,226","1,473",$4.19 ,$559.03 ,"$2,742.41 ","$2,362,425.75 ","494,684","3,632",718,$4.78 ,$650.45 ,"$3,290.29 ","$1,469,733.56 ","271,119","1,883",359,$5.42 ,$780.53 ,"$4,093.97 ","$1,257,119.14 ","203,715","1,370",243,$6.17 ,$917.61 ,"$5,173.33 ",13.83%,14.95%
Stalevo 50 ,Carbidopa/Levodopa/Entacapone ,1,"$3,599,422.64 ","1,005,918","9,321","2,258",$3.58 ,$386.16 ,"$1,594.08 ","$1,201,410.43 ","286,210","2,774",633,$4.20 ,$433.10 ,"$1,897.96 ","$598,157.49 ","125,038","1,062",262,$4.78 ,$563.24 ,"$2,283.04 ","$383,370.98 ","70,602",516,113,$5.43 ,$742.97 ,"$3,392.66 ","$267,061.95 ","43,892",304,76,$6.08 ,$878.49 ,"$3,513.97 ",12.05%,14.19%
Stalevo 75 ,Carbidopa/Levodopa/Entacapone ,1,"$3,070,204.59 ","865,074","7,286","1,707",$3.55 ,$421.38 ,"$1,798.60 ","$1,241,130.85 ","294,575","2,396",538,$4.21 ,$518.00 ,"$2,306.93 ","$660,873.44 ","136,943","1,016",243,$4.83 ,$650.47 ,"$2,719.64 ","$400,864.50 ","73,344",546,112,$5.47 ,$734.18 ,"$3,579.15 ","$334,180.21 ","53,180",377,69,$6.28 ,$886.42 ,"$4,843.19 ",14.97%,15.35%
Starlix ,Nateglinide ,1,"$1,298,847.13 ","647,254","5,521","1,317",$2.01 ,$235.26 ,$986.22 ,"$1,086,813.25 ","499,915","3,978",885,$2.17 ,$273.21 ,"$1,228.04 ","$962,820.20 ","403,185","3,031",687,$2.39 ,$317.66 ,"$1,401.49 ","$789,068.38 ","302,994","2,316",495,$2.60 ,$340.70 ,"$1,594.08 ","$697,298.23 ","236,081","1,782",372,$2.95 ,$391.30 ,"$1,874.46 ",13.41%,10.15%
Stavudine ,Stavudine ,3,"$1,516,498.47 ","687,781","11,339","1,582",$2.19 ,$133.74 ,$958.60 ,"$1,065,522.55 ","588,448","9,642","1,282",$1.81 ,$110.51 ,$831.14 ,"$876,651.62 ","508,711","8,307","1,123",$1.72 ,$105.53 ,$780.63 ,"$640,345.92 ","413,572","6,633",900,$1.55 ,$96.54 ,$711.50 ,"$401,432.76 ","327,898","5,314",715,$1.23 ,$75.54 ,$561.44 ,-20.80%,-13.46%
Stelara ,Ustekinumab ,1,"$50,319,971.16 ","4,250","5,730","1,898","$11,826.28 ","$8,781.84 ","$26,512.10 ","$89,501,701.78 ","6,714","9,001","3,037","$13,326.35 ","$9,943.53 ","$29,470.43 ","$157,144,756.23 ","10,830","14,073","4,543","$14,608.74 ","$11,166.40 ","$34,590.53 ","$205,334,690.66 ","12,660","16,956","5,644","$16,212.79 ","$12,109.85 ","$36,381.06 ","$264,877,321.01 ","15,479","20,154","6,616","$17,205.68 ","$13,142.67 ","$40,035.87 ",6.12%,9.83%
Stendra ,Avanafil ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$3,439.72 ",129,28,15,$26.66 ,$122.85 ,$229.31 ,"$9,062.84 ",301,52,27,$30.11 ,$174.29 ,$335.66 ,"$17,693.74 ",456,68,27,$38.80 ,$260.20 ,$655.32 ,28.87%,20.63%
Sterile Pads ,Gauze Bandage ,1,$731.71 ,"4,900",105,57,$0.15 ,$6.97 ,$12.84 ,$745.44 ,"5,532",95,50,$0.13 ,$7.85 ,$14.91 ,$907.63 ,"6,651",113,52,$0.14 ,$8.03 ,$17.45 ,$574.53 ,"4,060",73,49,$0.14 ,$7.87 ,$11.73 ,$910.93 ,"7,485",88,38,$0.12 ,$10.35 ,$23.97 ,-14.00%,-4.99%
Stimate ,Desmopressin Acetate ,1,"$303,875.39 ","1,319",489,339,$230.47 ,$621.42 ,$896.39 ,"$360,353.77 ","1,545",554,384,$233.24 ,$650.46 ,$938.42 ,"$412,674.87 ","1,718",615,434,$240.28 ,$671.02 ,$950.86 ,"$477,410.59 ","1,824",644,433,$261.74 ,$741.32 ,"$1,102.56 ","$582,627.27 ","2,176",727,471,$267.75 ,$801.41 ,"$1,237.00 ",2.30%,3.82%
Stiolto Respimat ,Tiotropium Br/Olodaterol HCl ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$6,822,230.96 ","86,772","18,626","11,135",$78.62 ,$366.27 ,$612.68 ,"$56,534,441.06 ","722,536","152,007","48,682",$78.24 ,$371.92 ,"$1,161.30 ",-0.48%,-0.48%
Stivarga ,Regorafenib ,1,"$12,045,831.77 ","105,233","1,268",839,$114.47 ,"$9,499.87 ","$14,357.37 ","$83,896,193.87 ","717,010","8,904","3,388",$117.01 ,"$9,422.30 ","$24,762.75 ","$87,085,331.46 ","678,539","8,734","3,152",$128.34 ,"$9,970.84 ","$27,628.60 ","$100,055,034.22 ","682,419","9,007","3,155",$146.62 ,"$11,108.59 ","$31,713.16 ","$76,009,991.50 ","466,946","6,447","2,241",$162.78 ,"$11,789.98 ","$33,917.89 ",11.02%,9.20%
Strattera ,Atomoxetine HCl ,1,"$29,611,657.54 ","4,459,839","116,324","20,713",$6.67 ,$254.56 ,"$1,429.62 ","$36,518,238.88 ","4,912,524","129,361","22,377",$7.47 ,$282.30 ,"$1,631.95 ","$45,008,997.04 ","5,126,305","135,516","23,132",$8.82 ,$332.13 ,"$1,945.75 ","$56,108,607.60 ","5,067,898","135,288","23,248",$11.12 ,$414.73 ,"$2,413.48 ","$69,963,098.57 ","5,290,886","142,365","23,859",$13.28 ,$491.43 ,"$2,932.36 ",19.41%,18.77%
Streptomycin Sulfate ,Streptomycin Sulfate ,1,"$18,707.36 ","6,737",181,53,$2.78 ,$103.36 ,$352.97 ,"$30,703.53 ","5,161",268,74,$5.95 ,$114.57 ,$414.91 ,"$36,003.22 ","3,238",269,60,$11.12 ,$133.84 ,$600.05 ,"$35,409.75 ","2,787",259,67,$12.71 ,$136.72 ,$528.50 ,"$17,989.26 ","5,117",144,47,$3.52 ,$124.93 ,$382.75 ,-72.33%,6.07%
Striant ,Testosterone ,1,  ,  ,  ,  ,  ,  ,  ,"$212,183.97 ","31,496",431,171,$6.74 ,$492.31 ,"$1,240.84 ","$219,041.62 ","28,615",421,136,$7.65 ,$520.29 ,"$1,610.60 ","$213,564.23 ","24,770",376,115,$8.62 ,$567.99 ,"$1,857.08 ","$184,023.91 ","19,505",278,88,$9.43 ,$661.96 ,"$2,091.18 ",9.43%,11.88%
Stribild ,Elviteg/Cobi/Emtric/Tenofo Dis ,1,"$6,461,887.62 ","80,725","2,571","1,258",$80.05 ,"$2,513.38 ","$5,136.64 ","$88,756,674.03 ","1,114,810","36,110","6,217",$79.62 ,"$2,457.95 ","$14,276.45 ","$190,217,566.57 ","2,281,552","73,281","10,487",$83.37 ,"$2,595.73 ","$18,138.42 ","$283,915,595.69 ","3,302,946","106,735","14,272",$85.96 ,"$2,660.00 ","$19,893.19 ","$259,593,187.64 ","2,777,067","90,004","13,075",$93.48 ,"$2,884.24 ","$19,854.16 ",8.75%,3.95%
Striverdi Respimat ,Olodaterol HCl ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$17,761.61 ",552,109,94,$32.18 ,$162.95 ,$188.95 ,"$648,695.84 ","17,888","3,604","1,443",$36.26 ,$179.99 ,$449.55 ,"$2,122,565.53 ","52,131","8,917","2,811",$40.72 ,$238.04 ,$755.09 ,12.28%,12.49%
Stromectol ,IVermectin ,1,"$1,291,801.60 ","243,735","31,814","23,242",$5.30 ,$40.60 ,$55.58 ,"$1,646,764.23 ","319,905","41,551","29,312",$5.15 ,$39.63 ,$56.18 ,"$1,838,468.72 ","362,768","43,348","31,263",$5.07 ,$42.41 ,$58.81 ,"$590,049.59 ","119,790","15,027","11,397",$4.93 ,$39.27 ,$51.77 ,"$155,557.56 ","30,464","3,893","2,968",$5.11 ,$39.96 ,$52.41 ,3.67%,-0.93%
Suboxone ,Buprenorphine HCl/Naloxone HCl ,1,"$70,379,272.00 ","10,361,308","225,477","30,880",$6.81 ,$312.14 ,"$2,279.12 ","$133,063,706.52 ","18,904,456","412,639","46,533",$7.08 ,$322.47 ,"$2,859.56 ","$147,721,013.39 ","20,885,792","460,165","49,018",$7.12 ,$321.02 ,"$3,013.61 ","$164,273,388.86 ","23,274,500","525,966","52,272",$7.11 ,$312.33 ,"$3,142.67 ","$193,815,120.12 ","26,138,432","626,156","58,765",$7.49 ,$309.53 ,"$3,298.14 ",5.36%,2.41%
Subsys ,Fentanyl ,1,"$789,608.09 ","16,585",223,98,$44.77 ,"$3,540.84 ","$8,057.23 ","$29,144,182.26 ","499,199","4,760","1,219",$55.53 ,"$6,122.73 ","$23,908.27 ","$96,619,662.92 ","1,361,092","11,847","2,620",$66.68 ,"$8,155.62 ","$36,877.73 ","$162,941,182.20 ","1,882,642","15,704","2,991",$81.53 ,"$10,375.78 ","$54,477.16 ","$125,789,787.59 ","1,186,637","9,212","1,795",$99.63 ,"$13,654.99 ","$70,077.88 ",22.21%,22.14%
Sucraid ,Sacrosidase ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$444,143.90 ","14,868",69,19,$29.87 ,"$6,436.87 ","$23,375.99 ","$1,798,384.89 ","55,750",239,65,$32.26 ,"$7,524.62 ","$27,667.46 ","$1,663,710.72 ","51,684",209,64,$32.19 ,"$7,960.34 ","$25,995.48 ",-0.21%,3.81%
Sucralfate ,Sucralfate ,6,"$34,572,386.98 ","113,940,710","1,059,740","340,160",$0.30 ,$32.62 ,$101.64 ,"$40,715,601.44 ","130,267,633","1,205,499","386,760",$0.31 ,$33.77 ,$105.27 ,"$41,009,260.19 ","138,299,622","1,291,215","416,503",$0.30 ,$31.76 ,$98.46 ,"$44,274,682.93 ","149,790,620","1,406,512","462,705",$0.30 ,$31.48 ,$95.69 ,"$37,678,701.57 ","164,989,202","1,538,742","512,794",$0.23 ,$24.49 ,$73.48 ,-23.07%,-6.96%
Sular ,Nisoldipine ,1,"$2,797,765.07 ","260,366","5,958","1,222",$10.78 ,$469.58 ,"$2,289.50 ","$2,077,381.27 ","165,404","3,463",623,$12.57 ,$599.88 ,"$3,334.48 ","$1,530,683.22 ","118,122","2,231",409,$12.96 ,$686.10 ,"$3,742.50 ","$1,214,322.29 ","88,858","1,648",278,$13.67 ,$736.85 ,"$4,368.07 ","$980,886.78 ","65,783","1,138",212,$14.91 ,$861.94 ,"$4,626.82 ",9.04%,8.44%
Sulfacetamide Sodium ,Sulfacetamide Sodium ,6,"$2,017,855.42 ","2,196,995","88,848","73,603",$1.04 ,$22.71 ,$27.42 ,"$3,115,002.06 ","2,359,111","89,013","74,345",$1.82 ,$34.99 ,$41.90 ,"$3,457,176.27 ","2,649,700","88,493","73,387",$2.01 ,$39.07 ,$47.11 ,"$3,716,323.61 ","3,000,188","91,393","75,291",$2.08 ,$40.66 ,$49.36 ,"$3,787,811.57 ","2,663,866","79,546","65,364",$2.21 ,$47.62 ,$57.95 ,6.20%,20.65%
Sulfacetamide-Prednisolone ,Sulfacetamide/Prednisolone Sp ,2,"$267,681.19 ","102,853","13,067","7,329",$2.61 ,$20.49 ,$36.52 ,"$253,425.64 ","97,103","12,720","7,410",$2.61 ,$19.92 ,$34.20 ,"$221,831.26 ","87,446","11,497","6,856",$2.54 ,$19.29 ,$32.36 ,"$225,442.02 ","92,944","12,302","7,582",$2.42 ,$18.33 ,$29.73 ,"$227,835.85 ","96,991","12,495","7,956",$2.35 ,$18.23 ,$28.64 ,-3.09%,-2.56%
Sulfadiazine ,Sulfadiazine ,1,"$1,089,687.07 ","397,050","2,766",775,$2.74 ,$393.96 ,"$1,406.05 ","$1,247,174.89 ","388,410","2,870",842,$3.21 ,$434.56 ,"$1,481.21 ","$1,130,848.95 ","355,691","2,657",825,$3.18 ,$425.61 ,"$1,370.73 ","$1,075,153.86 ","323,161","2,357",733,$3.33 ,$456.15 ,"$1,466.79 ","$943,334.91 ","282,538","2,160",667,$3.34 ,$436.73 ,"$1,414.30 ",0.35%,5.02%
Sulfamethoxazole-Trimethoprim ,Sulfamethoxazole/Trimethoprim ,13,"$30,527,744.01 ","112,147,164","4,292,430","2,706,062",$0.31 ,$7.11 ,$11.28 ,"$31,634,411.67 ","112,781,305","4,712,689","2,995,885",$0.31 ,$6.71 ,$10.56 ,"$29,199,483.05 ","110,853,534","4,831,143","3,089,759",$0.28 ,$6.04 ,$9.45 ,"$28,746,194.73 ","109,180,606","4,821,493","3,102,019",$0.26 ,$5.96 ,$9.27 ,"$29,908,758.04 ","110,461,988","4,953,075","3,219,995",$0.27 ,$6.04 ,$9.29 ,3.53%,-2.64%
Sulfamylon ,Mafenide Acetate ,1,"$51,704.08 ","88,479",649,385,$0.58 ,$79.67 ,$134.30 ,"$70,055.29 ","121,819",738,423,$0.58 ,$94.93 ,$165.62 ,"$61,234.44 ","98,367",682,436,$0.62 ,$89.79 ,$140.45 ,"$65,456.16 ","83,134",652,414,$0.79 ,$100.39 ,$158.11 ,"$77,144.92 ","75,108",606,411,$1.03 ,$127.30 ,$187.70 ,30.45%,15.14%
Sulfasalazine ,Sulfasalazine ,3,"$8,116,965.58 ","50,840,092","290,415","64,606",$0.16 ,$27.95 ,$125.64 ,"$10,384,418.39 ","58,091,071","326,223","74,217",$0.18 ,$31.83 ,$139.92 ,"$10,330,789.15 ","63,056,428","351,053","80,051",$0.16 ,$29.43 ,$129.05 ,"$12,010,448.69 ","67,562,947","374,522","85,900",$0.18 ,$32.07 ,$139.82 ,"$13,049,373.59 ","72,226,165","397,750","90,009",$0.18 ,$32.81 ,$144.98 ,1.75%,3.27%
Sulfasalazine Dr ,Sulfasalazine ,2,"$4,321,946.70 ","15,675,537","87,518","21,461",$0.28 ,$49.38 ,$201.39 ,"$5,209,445.45 ","19,403,551","104,527","26,282",$0.27 ,$49.84 ,$198.21 ,"$5,322,628.06 ","22,051,389","119,796","29,970",$0.24 ,$44.43 ,$177.60 ,"$6,430,153.73 ","24,597,723","130,173","32,534",$0.26 ,$49.40 ,$197.64 ,"$7,000,635.14 ","27,488,569","143,328","35,267",$0.25 ,$48.84 ,$198.50 ,-2.78%,-2.01%
Sulfatrim ,Sulfamethoxazole/Trimethoprim ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$174,488.17 ","1,231,810","3,994","3,023",$0.14 ,$43.69 ,$57.72 ,"$263,735.58 ","1,479,914","4,819","3,472",$0.18 ,$54.73 ,$75.96 ,"$132,179.32 ","783,257","2,456","1,776",$0.17 ,$53.82 ,$74.43 ,-5.31%,9.15%
Sulindac ,Sulindac ,7,"$6,995,207.96 ","21,621,816","322,032","101,372",$0.32 ,$21.72 ,$69.01 ,"$6,102,953.61 ","21,893,385","317,100","100,700",$0.28 ,$19.25 ,$60.61 ,"$5,108,544.68 ","20,822,479","299,004","97,023",$0.25 ,$17.09 ,$52.65 ,"$4,933,546.25 ","20,210,716","287,463","94,417",$0.24 ,$17.16 ,$52.25 ,"$4,537,048.55 ","19,068,338","267,656","89,385",$0.24 ,$16.95 ,$50.76 ,-1.97%,-7.10%
Sumatriptan ,Sumatriptan ,1,"$6,826,272.73 ","197,706","26,260","7,955",$34.53 ,$259.95 ,$858.11 ,"$8,287,054.66 ","231,529","29,640","9,091",$35.80 ,$279.59 ,$911.57 ,"$9,627,172.28 ","257,539","32,505","10,093",$37.40 ,$296.18 ,$953.85 ,"$9,106,790.92 ","231,533","29,442","9,614",$39.34 ,$309.31 ,$947.24 ,"$8,184,468.52 ","195,731","24,531","8,798",$41.82 ,$333.64 ,$930.26 ,6.32%,4.91%
Sumatriptan Succinate ,Sumatriptan Succinate ,13,"$45,222,803.51 ","8,050,376","760,354","199,293",$10.23 ,$59.48 ,$226.92 ,"$62,807,072.55 ","11,293,331","1,017,670","252,107",$12.41 ,$61.72 ,$249.13 ,"$61,427,028.29 ","12,885,283","1,152,168","282,258",$11.06 ,$53.31 ,$217.63 ,"$60,519,260.03 ","14,813,203","1,271,149","308,944",$9.68 ,$47.61 ,$195.89 ,"$61,066,401.39 ","15,056,799","1,333,769","331,820",$8.99 ,$45.78 ,$184.03 ,-7.11%,-3.19%
Sumavel Dosepro ,Sumatriptan Succinate ,1,"$2,060,090.04 ","11,062","2,894","1,228",$186.24 ,$711.85 ,"$1,677.60 ","$3,817,925.12 ","19,460","4,593","1,560",$196.19 ,$831.25 ,"$2,447.39 ","$5,186,060.71 ","20,553","4,600","1,368",$252.33 ,"$1,127.40 ","$3,790.98 ","$5,447,868.50 ","18,250","3,876","1,032",$298.52 ,"$1,405.54 ","$5,278.94 ","$4,126,001.21 ","13,040","2,614",750,$316.41 ,"$1,578.42 ","$5,501.33 ",5.99%,14.17%
Suprax ,Cefixime ,1,"$5,077.49 ",184,14,14,$27.35 ,$362.68 ,$362.68 ,"$320,008.25 ","14,811","1,241","1,098",$20.88 ,$257.86 ,$291.45 ,"$2,001,452.21 ","96,905","8,710","7,206",$20.18 ,$229.79 ,$277.75 ,"$3,508,682.15 ","155,728","14,994","11,956",$22.17 ,$234.01 ,$293.47 ,"$3,455,869.35 ","139,618","13,257","10,359",$24.26 ,$260.68 ,$333.61 ,9.43%,-2.95%
Suprep ,"Sodium, Potassium,Mag Sulfates ",1,"$9,597,083.30 ","47,795,511","135,410","133,569",$0.20 ,$70.87 ,$71.85 ,"$19,363,297.97 ","94,071,244","266,099","262,019",$0.21 ,$72.77 ,$73.90 ,"$29,425,827.72 ","133,318,088","375,989","368,499",$0.22 ,$78.26 ,$79.85 ,"$38,550,664.94 ","168,041,159","474,352","465,294",$0.23 ,$81.27 ,$82.85 ,"$54,354,477.45 ","232,474,108","655,432","641,690",$0.23 ,$82.93 ,$84.71 ,1.92%,3.88%
Sure Comfort ,"Pen Needle, Diabetic ",1,"$1,374,764.41 ","4,835,043","45,610","15,886",$0.28 ,$30.14 ,$86.54 ,"$2,352,264.75 ","8,288,301","76,359","25,320",$0.28 ,$30.81 ,$92.90 ,"$3,047,055.52 ","10,700,707","95,419","32,190",$0.28 ,$31.93 ,$94.66 ,"$3,717,991.71 ","13,110,121","108,903","36,415",$0.28 ,$34.14 ,$102.10 ,"$4,098,939.38 ","14,574,317","117,527","40,343",$0.28 ,$34.88 ,$101.60 ,-0.87%,-0.26%
Sure Comfort ,"Syring-Needl,Disp,Insul,0.3 Ml ",1,"$584,356.43 ","2,230,344","25,165","8,386",$0.26 ,$23.22 ,$69.68 ,"$726,754.99 ","2,771,470","30,721","10,322",$0.26 ,$23.66 ,$70.41 ,"$855,104.91 ","3,213,212","34,698","11,843",$0.27 ,$24.64 ,$72.20 ,"$973,162.74 ","3,656,776","38,093","13,027",$0.27 ,$25.55 ,$74.70 ,"$951,934.16 ","3,612,973","36,631","12,646",$0.26 ,$25.99 ,$75.28 ,-1.09%,0.09%
Sure Comfort ,"Syringe And Needle,Insulin,1ml ",1,"$2,082,711.83 ","7,919,158","87,241","25,885",$0.26 ,$23.87 ,$80.46 ,"$2,452,747.42 ","9,291,463","100,873","29,629",$0.26 ,$24.32 ,$82.78 ,"$2,602,784.10 ","9,821,761","103,948","30,899",$0.27 ,$25.04 ,$84.24 ,"$2,621,309.83 ","10,044,116","103,871","31,105",$0.26 ,$25.24 ,$84.27 ,"$2,486,631.90 ","9,531,670","97,188","29,141",$0.26 ,$25.59 ,$85.33 ,0.03%,-0.20%
Sure Comfort ,"Syringe-Needle,Insulin,0.5 Ml ",1,"$3,110,900.53 ","11,812,655","139,512","36,886",$0.26 ,$22.30 ,$84.34 ,"$3,574,091.69 ","13,331,530","153,299","42,172",$0.27 ,$23.31 ,$84.75 ,"$3,571,451.08 ","13,110,738","146,825","40,989",$0.27 ,$24.32 ,$87.13 ,"$3,400,264.25 ","12,559,048","137,506","38,637",$0.27 ,$24.73 ,$88.01 ,"$3,060,361.15 ","11,382,752","123,163","35,083",$0.27 ,$24.85 ,$87.23 ,-0.66%,0.52%
Sure Comfort Alcohol ,Alcohol Antiseptic Pads ,1,"$525,019.65 ","6,423,113","58,582","16,949",$0.08 ,$8.96 ,$30.98 ,"$326,081.89 ","4,037,338","35,989","10,378",$0.08 ,$9.06 ,$31.42 ,"$239,232.77 ","2,996,360","26,809","7,175",$0.08 ,$8.92 ,$33.34 ,"$191,949.80 ","2,511,272","22,523","6,593",$0.08 ,$8.52 ,$29.11 ,"$109,803.28 ","1,440,836","13,396","4,096",$0.08 ,$8.20 ,$26.81 ,-0.30%,-1.74%
Sure-Fine Pen Needles ,"Pen Needle, Diabetic ",1,"$99,063.05 ","377,458","2,088","1,327",$0.26 ,$47.44 ,$74.65 ,"$39,091.79 ","145,460","1,189",478,$0.27 ,$32.88 ,$81.78 ,"$19,634.03 ","67,280",663,232,$0.29 ,$29.61 ,$84.63 ,"$18,857.26 ","62,720",615,200,$0.30 ,$30.66 ,$94.29 ,"$14,659.13 ","46,180",444,146,$0.32 ,$33.02 ,$100.41 ,5.51%,4.82%
Sure-Ject Insulin Syringe ,"Syring-Needl,Disp,Insul,0.3 Ml ",1,"$1,918.57 ","6,580",107,50,$0.29 ,$17.93 ,$38.37 ,"$6,418.14 ","21,380",329,101,$0.30 ,$19.51 ,$63.55 ,"$12,814.68 ","38,634",560,151,$0.33 ,$22.88 ,$84.87 ,"$13,378.65 ","41,007",566,139,$0.33 ,$23.64 ,$96.25 ,"$13,886.57 ","40,840",563,118,$0.34 ,$24.67 ,$117.68 ,4.22%,3.92%
Sure-Ject Insulin Syringe ,"Syringe And Needle,Insulin,1ml ",1,"$45,668.80 ","176,036","1,863",639,$0.26 ,$24.51 ,$71.47 ,"$30,560.71 ","106,296","1,408",395,$0.29 ,$21.71 ,$77.37 ,"$19,049.12 ","64,254",824,261,$0.30 ,$23.12 ,$72.99 ,"$15,696.46 ","50,726",644,203,$0.31 ,$24.37 ,$77.32 ,"$9,997.47 ","32,871",382,120,$0.30 ,$26.17 ,$83.31 ,-2.47%,3.87%
